Estacion,Date,Mes,Year,SO2,CO,NO,NO2,NOx,O3,C7H8,C6H6,C8H10,PM10,Ruido,PM25,PM1,CH4,Veloc,Direc,VelocMax,Temp,HRel,Pres,RSol,Precip,NH3,lat,lon,long
Bulevard Sud,6-2019,6,2019,2.99,,360.67,613.17,2468.54,790.78,,,,,,,,,3.11,10529.05,12.69,32.58,289.82,22.06,,0.0,4.13,39.4504492319186,,-0.39630566751679575
Bulevard Sud,7-2019,7,2019,3.75,,741.43,568.17,3653.09,797.38,,,,,,,,,4.22,11201.36,17.4,38.02,285.16,24.67,,1.25,6.09,39.4504492319186,,-0.39630566751679575
Bulevard Sud,8-2019,8,2019,2.16,,391.53,527.77,2421.9,750.43,,,,,,,,,4.92,10845.55,18.61,34.99,227.59,15.98,,0.02,6.23,39.4504492319186,,-0.39630566751679575
Bulevard Sud,9-2019,9,2019,3.04,,354.0,584.67,2448.6,789.98,,,,,,,,,7.03,10743.19,24.41,30.94,413.06,19.78,,0.07,6.93,39.4504492319186,,-0.39630566751679575
Bulevard Sud,10-2019,10,2019,4.95,,329.67,988.47,3197.93,582.18,,,,,,,,,4.02,8335.19,16.25,26.66,329.08,24.59,,0.04,6.96,39.4504492319186,,-0.39630566751679575
Bulevard Sud,11-2019,11,2019,3.91,,1671.96,908.35,7698.23,496.04,,,,,,,,,5.54,5480.06,22.68,28.56,200.12,51.67,,0.1,4.86,39.4504492319186,,-0.39630566751679575
Bulevard Sud,12-2019,12,2019,2.74,,1120.85,581.79,4782.5,634.51,,,,,,,,,9.93,8199.39,42.8,30.87,227.91,82.84,,0.38,4.89,39.4504492319186,,-0.39630566751679575
Bulevard Sud,1-2020,1,2020,1.9,,2552.2,535.23,9038.82,713.51,,,,,,,,,13.65,9201.66,45.77,39.92,358.41,33.95,,1.87,6.08,39.4504492319186,,-0.39630566751679575
Bulevard Sud,2-2020,2,2020,3.67,,709.54,359.89,2870.84,736.03,,,,,,,,,6.75,10041.06,28.66,32.19,453.81,71.79,,0.01,5.89,39.4504492319186,,-0.39630566751679575
Bulevard Sud,3-2020,3,2020,0.6,,423.47,198.19,1737.87,671.42,,,,,,,,,7.45,12391.72,28.47,29.75,301.9,35.18,,0.05,3.8,39.4504492319186,,-0.39630566751679575
Bulevard Sud,4-2020,4,2020,0.44,,162.35,187.95,942.41,717.0,,,,,,,,,5.4,10696.47,21.92,19.74,434.98,37.9,,0.22,2.34,39.4504492319186,,-0.39630566751679575
Bulevard Sud,5-2020,5,2020,0.84,,95.06,192.64,675.54,814.6,,,,,,,,,7.78,11093.17,24.16,20.75,346.15,41.0,,4.02,3.22,39.4504492319186,,-0.39630566751679575
Bulevard Sud,6-2020,6,2020,0.62,,136.13,184.67,824.32,626.96,,,,,,,,,5.09,10262.37,18.06,26.47,388.7,18.94,,0.0,3.74,39.4504492319186,,-0.39630566751679575
Bulevard Sud,7-2020,7,2020,3.33,,459.17,254.88,2003.28,973.52,,,,,,,,,3.87,11203.72,13.81,30.96,290.75,18.8,,0.01,5.54,39.4504492319186,,-0.39630566751679575
Bulevard Sud,8-2020,8,2020,3.37,,826.37,186.15,2717.16,911.99,,,,,,,,,3.11,12085.87,10.05,34.15,359.9,34.43,,0.12,6.16,39.4504492319186,,-0.39630566751679575
Bulevard Sud,9-2020,9,2020,1.45,,260.42,215.41,1269.13,941.16,,,,,,,,,3.42,8772.19,13.37,26.82,544.04,21.65,,0.02,3.58,39.4504492319186,,-0.39630566751679575
Bulevard Sud,10-2020,10,2020,1.33,,324.45,316.96,1669.61,887.53,,,,,,,,,4.18,9162.48,16.92,18.91,506.49,32.23,,0.02,5.03,39.4504492319186,,-0.39630566751679575
Bulevard Sud,11-2020,11,2020,1.67,,717.69,458.75,3236.16,813.31,,,,,,,,,4.37,9870.45,19.73,28.85,292.5,58.1,,1.35,4.97,39.4504492319186,,-0.39630566751679575
